name	color	hallmark	disease
CALM1	COMPLEMENT	COMPLEMENT	Osteosarcoma Liver_neoplasms Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Malignant_Peripheral_Nerve_Sheath_Tumor Breast_Carcinoma Tachycardia,_Ventricular Quebec_platelet_disorder Acute_lymphocytic_leukemia Mental_Depression Neuroblastoma Malignant_neoplasm_of_breast Malignant_neoplasm_of_gastrointestinal_tract Hyperactive_behavior Osteoarthritis_of_hip Leukemia,_Myelocytic,_Acute Cervix_carcinoma M5b_Acute_differentiated_monocytic_leukemia Malignant_neoplasm_of_gallbladder Heart_Diseases Gallbladder_Carcinoma Congenital_long_QT_syndrome Pseudoachondroplasia Anxiety_Disorders Leukemogenesis Cerebrovascular_accident Primary_malignant_neoplasm_of_lung Cardiomyopathy,_Hypertrophic,_Familial Measles Arthritis,_Reactive Tuberous_Sclerosis Neurofibromatosis_1 Papillary_thyroid_carcinoma CATARACT,_NONNUCLEAR_POLYMORPHIC_CONGENITAL,_AUTOSOMAL_DOMINANT Addictive_Behavior Lymphoma,_Non-Hodgkin Chronic_Lymphocytic_Leukemia Melanoma,_B16 Malignant_neoplasm_of_kidney Cardiomyopathy,_Familial_Idiopathic Cholangiocarcinoma Gastrointestinal_Carcinoid_Tumor Atrial_Fibrillation Glioma Fibrosarcoma Leishmaniasis,_Cutaneous Heart_failure Myocardial_Ischemia Epithelial_ovarian_cancer Liver_carcinoma leukemia melanoma Stomach_Carcinoma Rheumatoid_Arthritis Non-Small_Cell_Lung_Carcinoma Schizophrenia Lymphoma Obesity Medulloblastoma Astrocytoma Long_QT_Syndrome Myeloid_Leukemia,_Chronic Enterovirus_Infections Chronic_atrial_fibrillation Pancreatic_carcinoma Depressive_disorder Acute_Megakaryocytic_Leukemias Neurodegenerative_Disorders Adenoma Congestive_heart_failure Multiple_Epiphyseal_Dysplasia Residual_Cancer Cardiac_Arrest Pertussis Malignant_neoplasm_of_ovary Parathyroid_Adenoma Drug_abuse Adult_onset_autosomal_dominant_leukodystrophy Ductal_Carcinoma Spastic_Paraplegia Cerebellar_Ataxia VENTRICULAR_TACHYCARDIA,_CATECHOLAMINERGIC_POLYMORPHIC,_1_(disorder) MASA_SYNDROME_(disorder) Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Mesothelioma Cerebral_Infarction Adult_Non-Hodgkin_Lymphoma Meningioma Prostate_carcinoma Hodgkin_Disease Glioblastoma Glycogen_Storage_Disease_Type_VII Sarcoma Carcinogenesis Retinoblastoma Diabetic_Cardiomyopathies Tumor_Progression Cardiac_arrest_in_children Cystic_Fibrosis Osteosarcoma_of_bone Van_der_Woude_syndrome Hereditary_pancreatitis Down_Syndrome Paroxysmal_familial_ventricular_fibrillation Sjogren's_Syndrome Central_neuroblastoma Small_cell_carcinoma_of_lung Multiple_Myeloma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma African_Trypanosomiasis Monocytic_leukemia Whooping_cough_due_to_unspecified_organism Myeloid_Leukemia Malignant_neoplasm_of_stomach Lymphangioleiomyomatosis Gastric_Adenocarcinoma Huntington_Disease X-linked_hydrocephalus_syndrome Degenerative_polyarthritis Squamous_cell_carcinoma Epilepsy,_Temporal_Lobe Diabetes_Mellitus,_Insulin-Dependent MIXED_LINEAGE_LEUKEMIA Renal_dysplasia_and_retinal_aplasia_(disorder) Metastatic_melanoma Malignant_neoplasm_of_pancreas Cardiomyopathy,_Dilated CATARACT,_MARNER_TYPE Specific_language_impairment Cataract Childhood_Non-Hodgkin_Lymphoma Ventricular_arrhythmia Osteoporosis Angelman_Syndrome Timothy_syndrome Adenocarcinoma Multiple_Sclerosis Anemia,_Sickle_Cell HYPOCALCIURIC_HYPERCALCEMIA,_FAMILIAL,_TYPE_III Renal_carcinoma Ataxia Carcinoma_of_lung Malignant_tumor_of_cervix Neoplasm_Metastasis cervical_cancer Marijuana_Abuse Brugada_Syndrome_(disorder) Prostatic_Neoplasms Diffuse_Large_B-Cell_Lymphoma Hypertensive_disease Idiopathic_scoliosis Learning_Disabilities Cavernous_Hemangioma_of_Brain Tuberculosis Stress,_Psychological Malignant_Glioma Malignant_neoplasm_of_liver Medullary_carcinoma_of_thyroid Colon_Carcinoma Asthma Ovarian_Carcinoma Epilepsy Acute_leukemia Malignant_neoplasm_of_lung Alzheimer's_Disease NEUROFIBROMATOSIS,_TYPE_1-LIKE_SYNDROME Chronic_heart_failure Malignant_neoplasm_of_prostate Teratoma Glioblastoma_Multiforme Congenital_cerebellar_ataxia Cerebral_Ischemia Hyperlipoproteinemia_Type_IIa Hypothyroidism Congenital_cataract
ARF1		PROTEIN_SECRETION PI3K_AKT_MTOR_SIGNALING	Breast_Carcinoma Enterovirus_Infections Salmonella_infections Secondary_malignant_neoplasm_of_lymph_node Osteopetrosis Periventricular_Nodular_Heterotopia Neuroendocrine_Tumors Adult_Glioblastoma Triple_Negative_Breast_Neoplasms Childhood_Glioblastoma Malignant_neoplasm_of_breast Pregnancy_Complications Classical_Hodgkin's_Lymphoma Neoplasm_Metastasis Malignant_neoplasm_of_stomach Invasive_carcinoma_of_breast Hepatitis_C Prostate_carcinoma Malignant_neoplasm_of_prostate
ENPP6			
DHRS7C			Congestive_heart_failure Heart_failure
CRISP3			Stomach_Carcinoma Prostate_carcinoma Malignant_neoplasm_of_stomach early_pregnancy Adenocarcinoma_of_prostate Malignant_neoplasm_of_prostate Neoplasm_Metastasis Sjogren's_Syndrome Adenocarcinoma Familial_lichen_amyloidosis
PPP2CB		COMPLEMENT GLYCOLYSIS	Adenocarcinoma Neoplasm_Metastasis Neoplasms Metastatic_Neoplasm
MRI1			Infant,_Premature Metastatic_melanoma Asthma melanoma
HYI			
CPB1	KRAS_SIGNALING_DN	KRAS_SIGNALING_DN	Alzheimer's_Disease Atypical_Hemolytic_Uremic_Syndrome Luminal_A_Breast_Carcinoma Degenerative_polyarthritis Synovitis Acute_pancreatitis Neoplasm_Metastasis Breast_Carcinoma Autoimmune_arthritis Skin_Erosion Pancreatitis,_Chronic Arthropathy Osteophyte Malignant_neoplasm_of_breast Rheumatoid_Arthritis Arthritis Diarrhea
MMP10		COAGULATION KRAS_SIGNALING_UP	Secondary_Neoplasm Cerebellar_Ataxia Tumor_Initiation Bowen's_Disease Diabetic_Retinopathy Lung_Neoplasms Hypertensive_disease Arthropathy Malignant_neoplasm_of_skin Degenerative_polyarthritis Stomach_Carcinoma Laryngeal_Squamous_Cell_Carcinoma Carcinoma_of_lung Glossitis,_Benign_Migratory Malignant_neoplasm_of_stomach Perianal_Squamous_Intraepithelial_Neoplasia Tuberculosis Aortic_Aneurysm,_Abdominal Malignant_neoplasm_of_ovary Alcoholic_Steatohepatitis Pulmonary_Emphysema Proliferative_retinopathy Ischemic_stroke Disseminated_Intravascular_Coagulation Pancreatitis,_Chronic Rheumatoid_Arthritis Colitis Kidney_Diseases Thymic_Lymphoma Diabetes_Mellitus,_Insulin-Dependent Precancerous_Conditions Neoplasm_Metastasis Adenocarcinoma_of_lung_(disorder) Malignant_neoplasm_of_esophagus Lymphoma Muscular_Dystrophy Asthma Esophageal_carcinoma Bipolar_Disorder Squamous_cell_carcinoma Diabetic_Nephropathy Malignant_Head_and_Neck_Neoplasm Actinic_keratosis Systemic_Scleroderma Epithelial_hyperplasia_of_skin Ovarian_Carcinoma Acute_myocardial_infarction Myopia Tumor_Progression Bladder_Neoplasm Dejerine-Sottas_Disease_(disorder) Carcinoma_of_bladder Merkel_cell_carcinoma Malignant_neoplasm_of_lung Epithelial_hyperplasia Skin_Neoplasms Malignant_Squamous_Cell_Neoplasm Dysplasia_of_colon Primary_malignant_neoplasm_of_lung Arthritis Tongue_Neoplasms Intracranial_Hemorrhages Erythema_Chronicum_Migrans Malignant_neoplasm_of_urinary_bladder Pancreatic_Ductal_Adenocarcinoma Breast_Carcinoma Retinal_damage keratoacanthoma Liver_diseases Lyme_Arthritis Carcinogenesis Cerebrovascular_accident DOSAGE-SENSITIVE_SEX_REVERSAL Retinal_Diseases Secondary_malignant_neoplasm_of_lymph_node Malignant_neoplasm_of_breast Esophageal_Neoplasms
GSPT2			Intellectual_Disability
MRPS7			Kidney_Failure Congenital_sensorineural_hearing_loss Congenital_deafness
SLC1A7			Primary_malignant_neoplasm_of_lung Carcinoma_of_lung Malignant_neoplasm_of_lung Lupus_Erythematosus,_Systemic Neurofibromatosis_1 Diabetes_Mellitus,_Non-Insulin-Dependent Chronic_Obstructive_Airway_Disease
RBM3			Erythroblastosis Colorectal_Cancer Malignant_neoplasm_of_sigmoid_colon Malignant_tumor_of_colon Neuroblastoma Colorectal_Carcinoma Colon_Carcinoma Colorectal_Neoplasms Malignant_neoplasm_of_prostate Malignant_neoplasm_of_breast Carcinogenesis Central_neuroblastoma Childhood_Neuroblastoma Prostate_carcinoma Breast_Carcinoma
SLC22A2			B-Cell_Lymphomas Renal_Insufficiency Leukemia,_Myelocytic,_Acute Diabetic_Nephropathy Xanthomatosis,_Cerebrotendinous Hodgkin_Disease Nasopharyngeal_carcinoma Diabetes_Mellitus,_Non-Insulin-Dependent Colorectal_cancer_metastatic Kaposi_Sarcoma Ovarian_Carcinoma Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma Primary_Effusion_Lymphoma Hypertensive_disease Asthma Spermatocytic_seminoma Histiocytic_sarcoma Pericardial_effusion Kidney_Failure,_Acute Machado-Joseph_Disease Colorectal_Carcinoma Multiple_Myeloma Burkitt_Lymphoma Diabetes_Mellitus,_Insulin-Dependent Ataxia_Telangiectasia Colorectal_Cancer Malignant_neoplasm_of_ovary Diffuse_Large_B-Cell_Lymphoma Classical_Hodgkin's_Lymphoma Lymphoma Secondary_malignant_neoplasm_of_lymph_node aspirin_intolerance Chronic_Kidney_Diseases
HSD17B3			Pseudohermaphroditism Prostate_carcinoma pseudohermaphrodite_(non-specific) 5-Alpha_Reductase_Deficiency Malignant_neoplasm_of_prostate Sertoli-Leydig_cell_tumor_of_ovary Benign_Prostatic_Hyperplasia 46,_XY_female 17-Hydroxysteroid_Dehydrogenase_Deficiency 46,_XY_Disorders_of_Sex_Development Endometriosis Gender_Dysphoria Gynecomastia Male_Pseudohermaphroditism Pseudovaginal_Perineoscrotal_Hypospadias Chronic_active_hepatitis Hypospadias Penile_hypospadias Ambiguous_Genitalia 3_beta-Hydroxysteroid_dehydrogenase_deficiency
YME1L1			Degenerative_polyarthritis Diabetes_Mellitus,_Insulin-Dependent Malignant_neoplasm_of_breast Hepatitis_C,_Chronic Autoimmune_Diseases Neutropenia Leukopenia Rheumatoid_Arthritis
CIRBP			Malignant_neoplasm_of_prostate ACTH-Secreting_Pituitary_Adenoma Skin_Carcinogenesis Endometrial_Carcinoma Sepsis Colon_Carcinoma Pituitary-dependent_Cushing's_disease Middle_Cerebral_Artery_Occlusion Malignant_tumor_of_colon Malignant_neoplasm_of_endometrium Recurrent_tumor Breast_Carcinoma M5b_Acute_differentiated_monocytic_leukemia Hepatocarcinogenesis Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Brain_Ischemia Septicemia Ischemic_stroke Uterine_Corpus_Cancer Prostate_carcinoma Malignant_neoplasm_of_liver Liver_carcinoma Carcinogenesis Cerebral_Infarction Cerebral_Ischemia
SLC27A5	BILE_ACID_METABOLISM	BILE_ACID_METABOLISM	Lung_diseases Pulmonary_Alveolar_Proteinosis Pulmonary_Fibrosis Chronic_Obstructive_Airway_Disease Liver_carcinoma Liver_neoplasms Coughing Pneumonitis Bacterial_Infections Mucosa-Associated_Lymphoid_Tissue_Lymphoma Influenza Non-alcoholic_Fatty_Liver_Disease Granulomatous_Disease,_Chronic,_X-Linked Systemic_Scleroderma Wheezing Sarcoidosis,_Pulmonary Cystic_Fibrosis Kartagener_Syndrome Invasive_Pulmonary_Aspergillosis Incontinentia_Pigmenti_Achromians Liver_Failure,_Acute B-Cell_Lymphomas Idiopathic_Pulmonary_Fibrosis PITUITARY_ADENOMA_PREDISPOSITION_(disorder) Granulomatosis_with_polyangiitis Neutrophilia_(disorder) Mycoplasma_Infections Sarcoidosis Familial_primary_gastric_lymphoma Pneumonia,_Ventilator-Associated Lymphoproliferative_Disorders Simple_Pulmonary_Eosinophilia Liver_Failure Asthma Lung_Diseases,_Interstitial Pauci-immune_Glomerulonephritis_associated_with_Granulomatosis_with_Polyangiitis Acute_respiratory_disease Sarcoma Pneumocystis_jiroveci_pneumonia Precursor_B-cell_lymphoblastic_leukemia Pulmonary_Edema Coinfection Pneumonia
ENO3		HYPOXIA MYOGENESIS FATTY_ACID_METABOLISM IL2_STAT5_SIGNALING	Metabolic_myopathy Myalgia Autoimmune_Diseases
DNAJC5B			
ACSS2	CHOLESTEROL_HOMEOSTASIS	CHOLESTEROL_HOMEOSTASIS	Mammary_Neoplasms Primary_malignant_neoplasm CRANIOOSTEOARTHROPATHY Renal_Cell_Carcinoma Acquired_Immunodeficiency_Syndrome Stable_angina Liver_carcinoma Acute_Coronary_Syndrome Malignant_Neoplasms Corn_of_toe Cleft_palate_with_cleft_lip Neoplasm_Metastasis Cerebrovascular_accident Heart_Diseases Coronary_Artery_Disease
SLC5A8			Mammary_Neoplasms Adenocarcinoma_of_pancreas Pancreatic_carcinoma Anaplastic_carcinoma Tumor_Progression Malignant_neoplasm_of_pancreas Well_Differentiated_Oligodendroglioma Leukemia,_Myelocytic,_Acute Papillary_thyroid_carcinoma Thyroid_carcinoma Lung_Neoplasms Adenoma Carcinoma,_Papillary Malignant_neoplasm_of_breast Stomach_Carcinoma Nasal_Polyps oligodendroglioma Colon_Carcinoma Glioma Adenocarcinoma_of_lung_(disorder) Malignant_neoplasm_of_stomach Secondary_malignant_neoplasm_of_lung Neurofibromatosis,_Type_3,_mixed_central_and_peripheral SVEINSSON_CHORIORETINAL_ATROPHY Astrocytoma Mammary_Tumorigenesis Carcinogenesis Primary_malignant_neoplasm_of_lung Liver_carcinoma Pancreatic_Neoplasm Carcinoma_of_lung Colorectal_Cancer Colorectal_Carcinoma Ulcerative_Colitis Breast_Carcinoma Malignant_neoplasm_of_lung Malignant_tumor_of_colon
TPM1	EPITHELIAL_MESENCHYMAL_TRANSITION	EPITHELIAL_MESENCHYMAL_TRANSITION	Telangiectasis Interstitial_lung_fibrosis Benign_Prostatic_Hyperplasia Neoplasm_Metastasis Congestive_heart_failure Colorectal_Cancer Hypertrophic_cardiomyopathy_without_obstruction Left_ventricular_noncompaction Observation_of_Neuromuscular_Block Arteriosclerosis_Obliterans Hypertrophic_Cardiomyopathy Squamous_cell_carcinoma_of_esophagus Nemaline_Myopathy,_Autosomal_Dominant Nemaline_Myopathy,_Autosomal_Recessive Familial_dilated_cardiomyopathy Paresis Colorectal_Carcinoma Breast_Carcinoma Cardiomyopathy,_Dilated Mammary_Neoplasms Extrahepatic_Cholangiocarcinoma Cardiomyopathy,_Hypertrophic,_Familial Malignant_neoplasm_of_breast Cardiac_dilatation Muscle_Weakness Pelvic_Organ_Prolapse Cap_Myopathy Intrahepatic_Cholangiocarcinoma Carcinoma_breast_stage_IV Left_ventricular_noncompaction_cardiomyopathy Left_Ventricular_Hypertrophy melanoma Ventricular_arrhythmia Congenital_contractural_arachnodactyly Congenital_Heart_Defects Vagina_Carcinoma Carcinogenesis Cervix_carcinoma Cardiomyopathy,_Familial_Idiopathic Disorder_of_skeletal_muscle Cholangiocarcinoma Congenital_clubfoot Myopathies,_Nemaline Hyperlipoproteinemia_Type_IIa Precursor_B-cell_lymphoblastic_leukemia Metabolic_Syndrome_X Heart_failure IGA_Glomerulonephritis Cardiomyopathies Myopathy
SLC22A8			Hyperuricemia Mesangial_proliferative_glomerulonephritis Hypertensive_disease Oculocerebrorenal_Syndrome Diabetic_Nephropathy Influenza Chronic_Lymphocytic_Leukemia Virus_Diseases Kidney_Diseases Kidney_Failure,_Acute Lymphoma
CTSG			Pneumonitis Undifferentiated_leukemia Chronic_Lymphocytic_Leukemia Pain Cerebral_Infarction Urticaria_Pigmentosa Cystic_Fibrosis Cerebral_Ischemia Leukemogenesis Leukemia,_Myelocytic,_Acute Cerebrovascular_Disorders Brain_Infarction Platelet_thrombus Blood_Coagulation_Disorders Keratoconus Eczema Acute_Promyelocytic_Leukemia Myocardial_Infarction Acute_leukemia Mycobacterium_Infections Hyperalgesia Asthma Chronic_pain Pneumonia Acute_Undifferentiated_Leukemia Promyelocytic_leukemia Subarachnoid_Hemorrhage Hematologic_Neoplasms Bronchopulmonary_Dysplasia Lung_diseases Lymphoid_leukemia Leukemia,_Prolymphocytic,_B-Cell leukemia
DNAJB2			Inherited_neuropathies Amyotrophic_Lateral_Sclerosis Neurodegenerative_Disorders Hereditary_Motor_and_Sensory_Neuropathies Myopathy Motor_Neuron_Disease,_Lower Peripheral_motor_neuropathy Atrophy,_Muscular,_Spinobulbar Neuropathy Muscular_Dystrophy,_Duchenne Hereditary_Motor_and_Sensory-Neuropathy_Type_II
GNPAT		BILE_ACID_METABOLISM PEROXISOME	Iron_Overload Zellweger_Syndrome Attention_Deficit_Disorder Chondrodysplasia_Punctata Infant,_Premature Rhizomelic_chondrodysplasia_punctata,_type_2 Attention_deficit_hyperactivity_disorder
GBAS			
PPIB	EPITHELIAL_MESENCHYMAL_TRANSITION	EPITHELIAL_MESENCHYMAL_TRANSITION	Malignant_tumor_of_colon Malignant_Glioma Hepatitis_C Bone_Diseases,_Developmental Malignant_neoplasm_of_breast Liver_carcinoma Colon_Carcinoma Breast_Carcinoma HIV_Infections Alzheimer's_Disease Osteogenesis_Imperfecta OSTEOGENESIS_IMPERFECTA,_TYPE_IX_(disorder) Carcinogenesis Glioblastoma leukemia Liver_neoplasms Amyloidosis Glioblastoma_Multiforme
CYC1		ADIPOGENESIS MYC_TARGETS_V1 OXIDATIVE_PHOSPHORYLATION	Osteosarcoma Glioma Diabetes_Mellitus Anaplastic_astrocytoma Osteosarcoma_of_bone Diabetes_Mellitus,_Insulin-Dependent Childhood_Osteosarcoma Glioblastoma Parkinson_Disease Hyperglycemia Polycystic_Ovary_Syndrome Impaired_cognition Carcinogenesis Diabetes Ketosis
ADHFE1			Colorectal_Cancer Adenoma Colorectal_Carcinoma Caries_(morphologic_abnormality) succinic_semialdehyde_dehydrogenase_deficiency Dental_caries
RBM24			Dysautonomia,_Familial
LTA4H		COMPLEMENT MTORC1_SIGNALING COAGULATION	Ischemic_stroke Depressive_disorder Mycobacterium_marinum_Infection Precursor_B-Cell_Lymphoblastic_Leukemia-Lymphoma Down_Syndrome Aortic_Aneurysm,_Abdominal Nephrotic_Syndrome Myeloid_Leukemia,_Chronic Asthma Malignant_neoplasm_of_pancreas Leprosy,_Multibacillary Coronary_Artery_Disease Oedema_auricular Senile_Plaques Pleural_Tuberculosis HIV_Infections Peritonitis Pancreatic_carcinoma Dental_Plaque Malignant_neoplasm_of_prostate Childhood_asthma Allergic_disposition Precursor_B-cell_lymphoblastic_leukemia Tuberculosis,_Pulmonary Tuberculosis,_Meningeal Skin_Carcinogenesis Atherosclerosis Tuberculosis Acute_Erythroblastic_Leukemia Myocardial_Infarction Cerebrovascular_accident Mental_Depression Arteriosclerosis Malignant_Neoplasms Meningitis,_Bacterial Mycobacterium_Infections Primary_Effusion_Lymphoma Tuberculosis,_extrapulmonary Prostate_carcinoma Cardiovascular_Diseases
KLK10		ESTROGEN_RESPONSE_EARLY ESTROGEN_RESPONSE_LATE	Colorectal_Neoplasms Carcinoma_of_peritoneum Secondary_malignant_neoplasm_of_lymph_node Primary_peritoneal_carcinoma ovarian_neoplasm Fibroadenoma Encephalomyelitis Prostate_carcinoma Squamous_cell_carcinoma Ovarian_Carcinoma Tumor_Progression Colorectal_Carcinoma Malignant_neoplasm_of_prostate Early-Stage_Breast_Carcinoma Invasive_Ductal_Breast_Carcinoma Prostatic_Neoplasms Colorectal_Cancer Neoplasm_Metastasis Low_Grade_Ductal_Breast_Carcinoma_In_Situ Malignant_neoplasm_of_breast Carcinogenesis Noninfiltrating_Intraductal_Carcinoma Mammary_Neoplasms Pancreatic_Ductal_Adenocarcinoma Liver_carcinoma Cirrhosis Intermediate_Grade_Ductal_Breast_Carcinoma_In_Situ Invasive_Carcinoma Non-Small_Cell_Lung_Carcinoma Epithelial_ovarian_cancer Malignant_neoplasm_of_ovary Breast_Carcinoma Stomach_Carcinoma Multiple_Sclerosis Malignant_neoplasm_of_stomach Hepatitis_B Renal_Cell_Carcinoma Malignant_neoplasm_of_gastrointestinal_tract Liver_Cirrhosis invasive_cancer
ALDH5A1			Epilepsy Hyperactive_behavior Comitant_heterophoria Ovarian_Carcinoma Neurological_morbidity Convulsive_Seizures Seizures Global_developmental_delay Age_related_macular_degeneration Epithelial_ovarian_cancer Tonic_-_clonic_seizures Noninfiltrating_Intraductal_Carcinoma Developmental_delay_(disorder) Malignant_neoplasm_of_ovary Learning_Disabilities succinic_semialdehyde_dehydrogenase_deficiency Epilepsy,_Generalized Strabismus Status_Epilepticus Abnormal_behavior
SLC22A1	XENOBIOTIC_METABOLISM	XENOBIOTIC_METABOLISM	Malignant_neoplasm_of_esophagus Inflammatory_Bowel_Diseases cervical_cancer Malignant_neoplasm_of_prostate Crohn_Disease Diabetes_Mellitus,_Non-Insulin-Dependent Hepatitis_C Myeloid_Leukemia,_Chronic Tumor_Progression Squamous_cell_carcinoma Bladder_neck_obstruction Rheumatoid_Arthritis Congenital_contractural_arachnodactyly Primary_biliary_cirrhosis Cervical_Intraepithelial_Neoplasia Esophageal_Neoplasms leukemia Epithelioma Pituitary_Neoplasms Refractory_anemias Biliary_Tract_Cancer Duodenal_Ulcer Chronic_Kidney_Diseases Pituitary_Diseases Fibrosis,_Liver Endocrine_Gland_Neoplasms Liver_carcinoma Esophageal_carcinoma Hepatitis_C,_Chronic Prostate_carcinoma Primary_Sjögren's_syndrome Cerebral_metastasis Mammary_Neoplasms Diabetes_Mellitus Adult_onset_autosomal_dominant_leukodystrophy Miosis_disorder Stomach_Carcinoma Malaria,_Cerebral Non-Small_Cell_Lung_Carcinoma Diabetes Stomach_Neoplasms Malignant_neoplasm_of_breast Atherosclerosis Polycystic_Ovary_Syndrome Leukemia,_Myeloid,_Chronic-Phase Chronic_gastritis Acute_Erythroblastic_Leukemia Cholestasis Arteriosclerosis Cholangiocarcinoma Embryonal_Carcinoma Thrombocytopenia Exanthema Sjogren's_Syndrome Malaria Leukemia,_Myelocytic,_Acute Obesity polyps LACTASE_PERSISTENCE Metabolic_Diseases B-Cell_Lymphomas Herpes_Simplex_Infections Dystrophia_myotonica_2 Peroxisome_Biogenesis_Disorder,_Complementation_Group_C Adenocarcinoma,_intestinal_type Breast_Carcinoma
ACAD8			Adenoma Colorectal_Cancer Dysequilibrium_syndrome Gastrointestinal_Diseases Arthritis,_Psoriatic Crohn's_disease_of_large_bowel Crohn_Disease Diabetes Colitis Irritable_Bowel_Syndrome Inflammatory_Bowel_Diseases Intraepithelial_Neoplasia Mycoses Tumor_Progression Diabetes_Mellitus,_Non-Insulin-Dependent Neoplasms Obesity Diabetes_Mellitus Central_Diabetes_Insipidus Malignant_neoplasm_of_breast Uveitis Ulcerative_Colitis Leukopenia Breast_Carcinoma Pediatric_Obesity Primary_sclerosing_cholangitis Cholangiocarcinoma Colorectal_Carcinoma Malignant_neoplasm_of_large_intestine Autistic_Disorder Immunosuppression Metabolic_Syndrome_X Celiac_Disease Turcot_syndrome_(disorder) Erythema_Nodosum Psoriasis Isobutyryl-CoA_dehydrogenase_deficiency Portal_vein_thrombosis Osmotic_diarrhea Carcinogenesis Acute_anterior_uveitis Malignant_neoplasm_of_gastrointestinal_tract Thrombophilia Niemann-Pick_Disease,_Type_C1 Anastomosis Hamartoma_Syndrome,_Multiple Neoplastic_disease Asthma Infant,_Premature Pyoderma_Gangrenosum Skin_Manifestations Bile_duct_carcinoma Autoimmune_Diseases
